CarNumber,Refund,Fines,Make,Model,Year
T686EO197RUS,1,1000.0,Toyota,Camry,2015
9943OH154RUS,1,400.0,Skoda,Octavia,2012
Y354O8197RUS,1,10800.0,Ford,Focus,2010
7065C8197RUS,1,3800.0,Volkswagen,Passat,2009
E28777161RUS,1,800.0,Ford,Focus,1997
M701T9152RUS,2,3000.0,Ford,Focus,2002
E577HE77RUS,2,12000.0,Ford,Focus,2014
92788M178RUS,1,1200.0,Ford,Focus,2008
9072EM178RUS,2,4400.0,Ford,Focus,2004
9409H7178RUS,1,3000.0,Skoda,Octavia,2012
C3829X154RUS,2,13500.0,Ford,Focus,2015
T478KX197RUS,2,7500.0,Ford,Focus,1981
T119CT96RUS,1,2000.0,Ford,Focus,2013
X795O796RUS,1,1000.0,Ford,Focus,2002
708487163RUS,1,1000.0,Ford,Focus,2013
H983HY161RUS,1,500.0,Ford,Focus,2006
7842C8197RUS,1,6000.0,Ford,Focus,2007
O64097197RUS,2,8594.5864661654,Ford,Focus,1981
Y693HM197RUS,2,6500.0,BMW,,2007
96857X197RUS,1,37800.0,Skoda,Octavia,1999
7177TT36RUS,1,500.0,Ford,Focus,1998
9428EX178RUS,1,500.0,Ford,Focus,2017
84438C154RUS,2,7600.0,Ford,Focus,1996
Y7689C197RUS,2,9000.0,Ford,Focus,2011
H427YH197RUS,1,9900.0,Volkswagen,Passat,1982
T394KX197RUS,2,1500.0,Ford,Focus,1995
O49897197RUS,2,11800.0,Ford,Focus,2000
H963X936RUS,1,1800.0,Skoda,Octavia,2005
T341CC96RUS,2,1000.0,Volkswagen,Passat,2019
9942KK197RUS,2,6200.0,Ford,Focus,1988
9141H8178RUS,1,300.0,Skoda,Octavia,2013
9942KK197RUS,2,3100.0,Ford,Focus,2006
7370C8197RUS,2,5000.0,Ford,Focus,2015
9890HX152RUS,2,9200.0,Ford,Focus,1985
9409H7178RUS,1,6000.0,Skoda,Octavia,2004
M268CH197RUS,1,800.0,Toyota,Camry,1992
Y780EE197RUS,1,2300.0,Volkswagen,Golf,2004
Y388E877RUS,2,9500.0,Ford,Focus,2003
C419X938RUS,1,1100.0,Ford,Focus,2016
M0319X197RUS,2,4500.0,Ford,Focus,1996
M577CH197RUS,2,17000.0,Ford,Focus,1987
7361C8197RUS,1,8594.5864661654,Ford,Focus,1987
H975HY161RUS,1,2000.0,Ford,Focus,1994
X018HY197RUS,2,10600.0,Toyota,Camry,1985
E33177152RUS,2,7100.0,Ford,Focus,2011
X256HE161RUS,2,1600.0,Ford,Focus,1995
Y7689C197RUS,2,45000.0,Ford,Focus,1983
7788KT197RUS,2,4000.0,Ford,Focus,1997
9491H7178RUS,1,500.0,Volkswagen,Jetta,2017
M374CH197RUS,1,5500.0,Ford,Focus,2019
96679X178RUS,2,2400.0,Ford,Focus,2011
9594HY161RUS,1,300.0,Ford,Focus,1987
83218C154RUS,1,100.0,Ford,Focus,1982
9764HY161RUS,1,800.0,Ford,Focus,1997
708187163RUS,1,1000.0,Ford,Focus,1990
H908YK197RUS,1,4800.0,Ford,Focus,1982
H004MH197RUS,2,19800.0,Ford,Focus,2017
92788M178RUS,1,300.0,Ford,Focus,2019
Y656E8750RUS,1,8594.5864661654,Skoda,Octavia,1992
9679EC178RUS,1,500.0,Ford,Focus,2004
O017KO197RUS,1,1600.0,Ford,Focus,2005
H957HY161RUS,1,1000.0,Ford,Focus,2012
X286TC36RUS,1,500.0,Ford,Focus,2003
C803KE163RUS,1,1000.0,Volkswagen,Jetta,1999
Y7379Y50RUS,2,2000.0,Ford,Focus,1987
X320MK197RUS,1,7500.0,Ford,Focus,2000
C476M7161RUS,2,500.0,Ford,Focus,1980
H844YH197RUS,1,1000.0,Ford,Focus,1993
96907X197RUS,2,3000.0,BMW,,1984
Y650E8750RUS,1,1000.0,Skoda,Octavia,1990
H235YH197RUS,2,5100.0,Skoda,Octavia,2019
9474EX178RUS,1,500.0,Ford,Focus,2000
Y8259C197RUS,1,1500.0,Ford,Focus,2017
E29577161RUS,1,500.0,Ford,Focus,1993
X761HY197RUS,2,18300.0,Ford,Focus,2018
H387TM197RUS,1,8594.5864661654,Volkswagen,Passat,1984
T396KX197RUS,2,10300.0,Ford,Focus,2018
C593EY154RUS,1,1000.0,Ford,Focus,2017
Y164O8161RUS,1,800.0,Ford,Focus,1982
M942OT152RUS,1,2000.0,Ford,Focus,1989
T476KX197RUS,2,4500.0,Ford,Focus,2001
H889YK197RUS,2,21200.0,Ford,Focus,1990
Y7429Y50RUS,2,2000.0,Ford,Focus,2001
H976HY161RUS,2,2200.0,Ford,Focus,2015
C410X938RUS,2,2200.0,Ford,Focus,2007
Y195O8161RUS,1,100.0,Ford,Focus,1986
O669E8197RUS,1,18000.0,Ford,Focus,1994
Y187O8161RUS,2,400.0,Ford,Focus,1998
K329T8197RUS,2,13000.0,Skoda,Octavia,1994
96659X178RUS,1,900.0,Ford,Focus,1995
7842C8197RUS,2,12000.0,Ford,Focus,1994
O275O7161RUS,1,8300.0,Ford,Focus,2006
9677MO178RUS,1,2200.0,Ford,Mondeo,2007
H957HY161RUS,1,8594.5864661654,Ford,Focus,1996
M0279X197RUS,2,36000.0,Ford,Focus,1990
9939KK197RUS,1,1600.0,Ford,Focus,2004
Y8399C197RUS,1,600.0,Ford,Focus,2009
M373CH197RUS,2,6600.0,Ford,Focus,2009
7164YM36RUS,2,18800.0,Ford,Focus,2016
7843C8197RUS,2,4100.0,Ford,Focus,2007
O753MX161RUS,2,700.0,Ford,Focus,1986
9468EX178RUS,2,2000.0,Ford,Focus,2015
T395KX197RUS,2,7600.0,Ford,Focus,1987
T6488M116RUS,2,21000.0,Ford,Focus,2000
7361C8197RUS,1,800.0,Ford,Focus,2011
98047H178RUS,1,500.0,Ford,Focus,2007
8316XX154RUS,1,1100.0,Ford,Focus,2003
O752MX161RUS,2,2600.0,Ford,Focus,2011
8234XX154RUS,2,2600.0,Ford,Focus,2013
9488EY178RUS,2,1300.0,Ford,Focus,2010
96857X197RUS,2,18900.0,Skoda,Octavia,1991
O481OH77RUS,2,1000.0,Toyota,Camry,1987
K326T8197RUS,1,100.0,Volkswagen,Passat,1993
90159H178RUS,1,8594.5864661654,Volkswagen,Passat,2012
9469EX178RUS,1,4200.0,Ford,Focus,1998
X796TH96RUS,1,500.0,Ford,Focus,2014
9499KX178RUS,1,4600.0,Ford,Focus,1990
Y358O8197RUS,2,21800.0,Ford,Focus,1996
C420X938RUS,2,3300.0,Ford,Focus,1988
Y965O8197RUS,2,1600.0,Ford,Focus,1993
96429X178RUS,2,1300.0,Ford,Focus,2013
Y274O8197RUS,2,10700.0,Ford,Focus,2016
Y358O8197RUS,1,43600.0,Ford,Focus,2013
E223YM197RUS,2,19500.0,Ford,Focus,2013
E42277152RUS,2,5300.0,Ford,Focus,1987
E34877152RUS,2,36600.0,Ford,Focus,1990
Y964EE197RUS,2,8594.5864661654,Ford,Focus,2010
T6049O50RUS,2,15000.0,Ford,Focus,2005
8601XX154RUS,1,3900.0,Skoda,Octavia,2001
H259HY161RUS,1,900.0,Toyota,Corolla,2010
T940CC96RUS,1,500.0,Ford,Focus,2016
T288CT96RUS,1,1500.0,Ford,Focus,1983
Y6839Y50RUS,1,1500.0,Ford,Focus,1986
Y344E877RUS,1,1000.0,Ford,Focus,1987
K889HY161RUS,2,46200.0,Ford,Mondeo,1998
H214X836RUS,1,8000.0,Ford,Focus,1985
T399KX197RUS,2,15300.0,Ford,Focus,2019
O421OT161RUS,1,1200.0,Skoda,Octavia,1986
H232YH197RUS,1,8594.5864661654,Ford,Focus,2012
7360C8197RUS,2,9600.0,Ford,Focus,2000
T6418M116RUS,1,49200.0,Ford,Focus,2005
7248C8197RUS,2,34400.0,Ford,Mondeo,2007
Y194O8161RUS,2,900.0,Ford,Focus,1995
9881HX152RUS,2,20600.0,Ford,Focus,2010
T6359O50RUS,2,13500.0,Ford,Focus,1987
E29677161RUS,2,6000.0,Ford,Focus,2008
T020MM116RUS,2,3000.0,Skoda,Octavia,2007
C798ET50RUS,1,5000.0,Ford,Focus,2019
Y7719C197RUS,2,4600.0,Ford,Focus,1984
9502XX38RUS,1,3000.0,Skoda,Octavia,1983
8521XX154RUS,1,1000.0,Ford,Focus,2016
Y273O8197RUS,2,26300.0,Ford,Focus,2014
M580CH197RUS,2,47500.0,Ford,Focus,1981
K376HE161RUS,1,100.0,Ford,Focus,2000
7193TT36RUS,2,3300.0,Ford,Focus,2010
O785T9163RUS,1,500.0,Ford,Focus,2010
H618YC38RUS,1,300.0,Volkswagen,Golf,2018
Y7689C197RUS,1,36000.0,Ford,Focus,1995
M592CH197RUS,1,3500.0,Skoda,Octavia,2017
Y352O8197RUS,2,77700.0,Ford,Focus,1999
9068EM178RUS,1,600.0,Ford,Focus,2013
7783KT197RUS,1,6000.0,Ford,Focus,1986
Y305E877RUS,2,2500.0,Ford,Focus,1999
E881OT197RUS,2,5500.0,Skoda,Octavia,2001
Y8259C197RUS,2,3000.0,Ford,Focus,2010
Y969O8197RUS,2,7800.0,Ford,Focus,2017
92928M178RUS,2,3000.0,Ford,Focus,2018
O718MM163RUS,2,7000.0,Ford,Focus,1999
Y7129Y50RUS,1,8594.5864661654,Ford,Focus,2019
9975CC77RUS,2,7000.0,Ford,Focus,2012
C592EY154RUS,1,2000.0,Ford,Focus,1999
T195OK161RUS,1,6700.0,Ford,Mondeo,1985
Y966O8197RUS,2,20800.0,Ford,Focus,2019
T914CT197RUS,2,7200.0,Toyota,Camry,1989
E41977152RUS,2,2400.0,Ford,Focus,2004
T171CC96RUS,1,1000.0,Ford,Focus,2017
9464EX178RUS,2,2100.0,Ford,Focus,1988
O50197197RUS,2,7800.0,Ford,Focus,1998
7608EE777RUS,1,4000.0,Skoda,Octavia,2005
X583HE161RUS,1,3000.0,Ford,Focus,2002
Y7229Y50RUS,2,2500.0,Ford,Focus,1988
M6977E152RUS,1,500.0,Ford,Focus,2012
K2797K154RUS,1,800.0,Ford,Focus,1999
8325M7154RUS,1,1000.0,Ford,Focus,2019
Y192O8161RUS,2,300.0,Ford,Focus,2015
7784KT197RUS,1,6600.0,Ford,Focus,2016
96599X178RUS,1,500.0,Ford,Focus,1999
X760HY197RUS,1,10100.0,Ford,Focus,1983
Y358O8197RUS,2,10900.0,Ford,Focus,2018
H966HY161RUS,1,500.0,Ford,Focus,1982
9938KK197RUS,2,28500.0,Ford,Focus,1983
98087H178RUS,1,8594.5864661654,Ford,Focus,2002
K2807K154RUS,1,500.0,Ford,Focus,1985
H977HY161RUS,1,600.0,Ford,Focus,2017
7367C8197RUS,1,6000.0,Ford,Focus,1997
9137X938RUS,1,1600.0,Ford,Focus,2010
Y356O8197RUS,2,15300.0,Ford,Focus,2007
9398MM199RUS,1,300.0,Volkswagen,Passat,2013
8436XX154RUS,1,2400.0,Ford,Focus,1988
8180XX154RUS,2,1400.0,Ford,Focus,1998
E53477152RUS,1,7200.0,Ford,Focus,2016
O718MM163RUS,2,3500.0,Ford,Focus,1983
9677MO178RUS,1,1100.0,Ford,Mondeo,1995
9498KX178RUS,1,4000.0,Ford,Focus,2005
K436MO152RUS,2,3000.0,Ford,Focus,1991
7194TT36RUS,2,2300.0,Ford,Focus,2014
7364C8197RUS,2,4500.0,Ford,Focus,2017
O136HO197RUS,2,7800.0,Toyota,Corolla,2016
O68897197RUS,2,12300.0,Ford,Focus,2012
O718MM163RUS,2,8594.5864661654,Ford,Focus,1985
7065C8197RUS,2,11400.0,Volkswagen,Passat,2018
O22097197RUS,1,24300.0,Ford,Focus,1983
Y163O8161RUS,2,1600.0,Ford,Focus,2008
M0309X197RUS,1,22300.0,Ford,Focus,1995
O673E8197RUS,2,600.0,Ford,Focus,2002
8610T8154RUS,1,2000.0,Ford,Focus,2001
H419XE197RUS,2,8594.5864661654,Toyota,Corolla,1984
M0299X197RUS,2,27000.0,Ford,Focus,2016
83298C154RUS,2,8594.5864661654,Ford,Focus,2001
H957HY161RUS,1,2300.0,Ford,Focus,2019
T941CC96RUS,1,200.0,Ford,Focus,2002
H966HY161RUS,2,8200.0,Ford,Focus,2006
Y655E8750RUS,1,2000.0,Skoda,Octavia,1987
C410X938RUS,2,5300.0,Ford,Focus,1993
7781KT197RUS,2,13500.0,Ford,Focus,2010
97968K152RUS,1,1000.0,Ford,Focus,2003
H837YK197RUS,2,24000.0,Audi,,1998
X320MK197RUS,2,9500.0,Ford,Focus,2004
96907X197RUS,1,500.0,BMW,,2008
C798ET50RUS,1,8594.5864661654,Ford,Focus,1998
8441XX154RUS,2,5000.0,Ford,Focus,2005
8180XX154RUS,1,1500.0,Ford,Focus,1999
9402KK197RUS,1,900.0,Toyota,Camry,1992
7840C8197RUS,2,6000.0,Ford,Focus,1996
7788KT197RUS,1,9000.0,Ford,Focus,1987
E41577152RUS,1,1600.0,Ford,Focus,1990
Y352O8197RUS,1,1000.0,Ford,Focus,2015
8321XX154RUS,2,9000.0,Ford,Focus,1997
H976HY161RUS,2,7800.0,Ford,Focus,1996
K2797K154RUS,1,500.0,Ford,Focus,1993
Y302E877RUS,2,32000.0,Ford,Focus,2000
K2797K154RUS,2,1600.0,Ford,Focus,1993
92918M178RUS,1,1400.0,Ford,Focus,1988
89557X197RUS,2,22400.0,Toyota,Camry,1980
8316XX154RUS,1,1600.0,Ford,Focus,1996
96659X178RUS,1,1100.0,Ford,Focus,2013
H259HY161RUS,2,7900.0,Toyota,Corolla,2004
X782CO96RUS,2,4100.0,Ford,Focus,1987
H232YH197RUS,2,8594.5864661654,Ford,Focus,1984
T288CT96RUS,1,1300.0,Ford,Focus,1997
Y7129Y50RUS,1,39600.0,Ford,Focus,1980
T171CC96RUS,1,500.0,Ford,Focus,1983
H906YK197RUS,2,10600.0,Ford,Focus,2017
E160YX77RUS,2,2000.0,Ford,Focus,1988
E816HE77RUS,2,5500.0,Ford,Focus,1995
Y8259C197RUS,2,6300.0,Ford,Focus,1983
H115YO163RUS,1,8000.0,Ford,Focus,2011
8437XX154RUS,1,1000.0,Ford,Focus,2013
H961HY161RUS,2,7000.0,Ford,Focus,1981
H237YH197RUS,2,10100.0,Ford,Focus,1990
T6459O50RUS,2,500.0,Ford,Focus,2008
M268CH197RUS,2,36000.0,Toyota,Camry,1981
T6049O50RUS,1,600.0,Ford,Focus,2010
C420X938RUS,2,4400.0,Ford,Focus,1988
C3829X154RUS,2,8600.0,Ford,Focus,2018
O22397197RUS,1,100.0,Ford,Focus,2006
E52677152RUS,1,1100.0,Ford,Focus,2017
C584EY154RUS,2,12600.0,Ford,Focus,2001
7828C8197RUS,1,2000.0,Ford,Focus,1984
7183TT36RUS,1,100.0,Ford,Focus,1980
O718MM163RUS,2,16600.0,Ford,Focus,1980
X256HE161RUS,1,6000.0,Ford,Focus,2003
E160YX77RUS,1,1000.0,Ford,Focus,1993
7840C8197RUS,2,7500.0,Ford,Focus,2018
X286TC36RUS,2,8594.5864661654,Ford,Focus,2000
T6428M116RUS,1,1000.0,Ford,Focus,2015
Y7689C197RUS,1,300.0,Ford,Focus,2000
H618YC38RUS,1,6200.0,Volkswagen,Golf,1987
O49797197RUS,1,1000.0,Ford,Focus,1983
H419XE197RUS,1,1000.0,Toyota,Corolla,2014
H971HY161RUS,2,21600.0,Ford,Focus,2014
H957HY161RUS,1,3400.0,Ford,Focus,2015
T6449O50RUS,2,300.0,Ford,Focus,2003
9499KX178RUS,1,500.0,Ford,Focus,2010
T394KX197RUS,1,4000.0,Ford,Focus,2011
Y344E877RUS,2,27800.0,Ford,Focus,1983
O77997197RUS,2,1500.0,Ford,Focus,1980
O02397197RUS,2,3500.0,Volkswagen,Jetta,1987
98087H178RUS,1,4800.0,Ford,Focus,2018
O68897197RUS,2,8594.5864661654,Ford,Focus,2018
Y359EY197RUS,1,1000.0,Skoda,Octavia,1997
O143HO197RUS,1,7600.0,Toyota,Corolla,1994
Y7379Y50RUS,1,800.0,Ford,Focus,2016
Y8399C197RUS,1,100.0,Ford,Focus,1987
9072EM178RUS,2,14300.0,Ford,Focus,2010
T6488M116RUS,1,300.0,Ford,Focus,1980
9881HX152RUS,2,19800.0,Ford,Focus,1987
Y973O8197RUS,2,2000.0,Ford,Focus,1988
E394MO152RUS,2,7100.0,Ford,Focus,1984
X504X8197RUS,1,500.0,Skoda,Octavia,2009
H214X836RUS,1,400.0,Ford,Focus,2007
T535ET96RUS,1,2200.0,Ford,Focus,2018
C477M7161RUS,1,2700.0,Ford,Focus,1988
E53488152RUS,1,500.0,Ford,Focus,1999
K2797K154RUS,2,19500.0,Ford,Focus,2005
E948C8152RUS,2,41700.0,Ford,Focus,2007
Y316E877RUS,2,8600.0,Ford,Focus,2006
O719MM163RUS,2,15000.0,Ford,Focus,1995
7843C8197RUS,1,1800.0,Ford,Focus,1999
7368C8197RUS,2,12000.0,Ford,Focus,1987
96679X178RUS,2,600.0,Ford,Focus,2004
96857X197RUS,2,6900.0,Skoda,Octavia,1987
M256OH161RUS,2,3200.0,Ford,Focus,1993
M372CH197RUS,1,600.0,Ford,Focus,2009
7844C8197RUS,1,4400.0,Ford,Focus,2010
H387TM197RUS,1,8594.5864661654,Volkswagen,Passat,2015
Y166O8161RUS,1,8594.5864661654,Ford,Focus,1995
705787163RUS,1,2000.0,Ford,Focus,2012
7197TT36RUS,2,26000.0,Ford,Focus,1990
84418C154RUS,2,4500.0,Ford,Focus,2016
H385TM197RUS,1,100.0,Volkswagen,Passat,2019
E28877161RUS,1,8594.5864661654,Ford,Focus,1997
Y653E8750RUS,2,1300.0,Skoda,Octavia,2009
Y969O8197RUS,2,7500.0,Ford,Focus,2008
Y969O8197RUS,2,4600.0,Ford,Focus,1982
7361C8197RUS,1,1600.0,Ford,Focus,2012
Y038TO197RUS,1,300.0,Toyota,Corolla,1986
7066C8197RUS,1,1000.0,Volkswagen,Passat,1991
T769OT197RUS,1,500.0,Volkswagen,Golf,1986
O22297197RUS,2,72500.0,Ford,Focus,2012
7788KT197RUS,2,10000.0,Ford,Focus,2013
H115YO163RUS,2,18400.0,Ford,Focus,2017
E552MO152RUS,2,2500.0,Ford,Focus,2002
O83597197RUS,1,3500.0,Ford,Focus,2003
M592CH197RUS,2,145000.0,Skoda,Octavia,2012
X762HY197RUS,1,3900.0,Ford,Focus,2019
M577CH197RUS,2,1000.0,Ford,Focus,1999
9182CE154RUS,1,8200.0,Ford,Focus,1986
K339T8197RUS,1,1400.0,Ford,Focus,2014
Y973O8197RUS,1,500.0,Ford,Focus,1993
9428EX178RUS,2,2100.0,Ford,Focus,1983
X4128H125RUS,2,26300.0,Ford,Focus,2013
X256HE161RUS,1,500.0,Ford,Focus,1990
7842C8197RUS,2,10200.0,Ford,Focus,1985
O753MX161RUS,2,11400.0,Ford,Focus,1991
T6559O50RUS,2,2100.0,Ford,Focus,1990
Y356O8197RUS,2,6800.0,Ford,Focus,1986
X759HY197RUS,2,1300.0,Ford,Focus,1983
H217X836RUS,1,22300.0,Ford,Focus,2016
Y654E8750RUS,1,3800.0,Skoda,Octavia,2015
98017H178RUS,2,8594.5864661654,Ford,Focus,2016
7183TT36RUS,2,3000.0,Ford,Focus,2017
O22097197RUS,2,3700.0,Ford,Focus,1983
H387TM197RUS,1,5800.0,Volkswagen,Passat,2002
E42577152RUS,1,600.0,Ford,Focus,2013
Y275O8197RUS,1,43600.0,Ford,Focus,2007
9683EC178RUS,2,2800.0,Ford,Focus,1991
M374CH197RUS,2,7400.0,Ford,Focus,2006
9943OH154RUS,2,2300.0,Skoda,Octavia,2002
K327T8197RUS,1,2400.0,Volkswagen,Golf,1997
X767HY197RUS,1,500.0,Ford,Focus,2009
T686EO197RUS,2,30300.0,Toyota,Camry,2013
7831C8197RUS,1,300.0,Ford,Focus,2019
9020YC197RUS,1,500.0,Skoda,Octavia,1996
7369C8197RUS,2,21000.0,Ford,Focus,1987
O77997197RUS,1,8594.5864661654,Ford,Focus,2011
7788KT197RUS,2,500.0,Ford,Focus,1989
Y234E877RUS,2,2400.0,Ford,Focus,2004
O6939X163RUS,1,2000.0,Ford,Focus,1986
7364C8197RUS,1,3000.0,Ford,Focus,2007
9408H7178RUS,2,16000.0,Skoda,Octavia,2010
E40577152RUS,2,11400.0,Ford,Focus,2007
K328T8197RUS,2,7800.0,Volkswagen,Golf,2015
9683EC178RUS,2,4600.0,Ford,Focus,2006
8439XX154RUS,2,7000.0,Ford,Focus,2015
X583HE161RUS,1,1000.0,Ford,Focus,2010
X795O796RUS,1,500.0,Ford,Focus,2004
H427YH197RUS,2,10200.0,Volkswagen,Passat,2012
Y780EE197RUS,2,6000.0,Volkswagen,Golf,2008
9697MO178RUS,2,6500.0,Volkswagen,Golf,2009
9939KK197RUS,2,8594.5864661654,Ford,Focus,1990
T018OX197RUS,1,500.0,Toyota,Corolla,1998
7830C8197RUS,2,3000.0,Ford,Focus,2018
E53677152RUS,2,8594.5864661654,Ford,Focus,2006
Y164O8161RUS,2,2200.0,Ford,Focus,1995
T6419O50RUS,1,3000.0,Ford,Focus,2017
X765HY197RUS,2,1400.0,Ford,Focus,2012
X423MK197RUS,2,800.0,Ford,Focus,1987
7826C8197RUS,2,1400.0,Ford,Focus,2006
E223YM197RUS,2,2900.0,Ford,Focus,1990
H977HY161RUS,1,2000.0,Ford,Focus,1989
8603T8154RUS,1,22400.0,Ford,Focus,1980
98047H178RUS,2,4300.0,Ford,Focus,2001
X522OM161RUS,2,4400.0,Ford,Focus,1985
O136HO197RUS,2,7000.0,Toyota,Corolla,1991
7089H8163RUS,1,8594.5864661654,Toyota,Corolla,1996
O718MM163RUS,2,13200.0,Ford,Focus,2005
7608EE777RUS,1,4500.0,Skoda,Octavia,1996
T171CC96RUS,2,21800.0,Ford,Focus,2006
E822TH36RUS,2,13000.0,Ford,Focus,2004
H115YO163RUS,1,900.0,Ford,Focus,2005
7365C8197RUS,1,1500.0,Ford,Focus,1991
C299K9154RUS,1,2000.0,Ford,Focus,2003
M2169X197RUS,1,500.0,Ford,Focus,1999
Y7659C197RUS,1,1000.0,Ford,Focus,2014
E396MO152RUS,1,1600.0,Ford,Focus,2017
O22297197RUS,1,600.0,Ford,Focus,2010
7364C8197RUS,1,500.0,Ford,Focus,1994
Y192O8161RUS,2,8000.0,Ford,Focus,2008
H220X836RUS,1,500.0,Ford,Focus,1981
T483CT96RUS,1,500.0,Ford,Focus,2005
X257HE161RUS,2,47500.0,Ford,Focus,1999
8182XX154RUS,2,3000.0,Ford,Focus,2017
X796TH96RUS,2,1000.0,Ford,Focus,1986
T011MY163RUS,2,8600.0,Ford,Focus,1998
T341CC96RUS,1,600.0,Volkswagen,Passat,2010
T119CT96RUS,1,4000.0,Ford,Focus,2013
A333EA136RUS,1,250.0,Toyota,Camry,2020
A444EA136RUS,1,300.0,Kia,Rio,2019
A555EA136RUS,1,500.0,Mazda,6,2021
A777EA136RUS,1,1000.0,Hyundai,i40,2018
A999EA136RUS,1,1500.0,Mazda,3,2020
